Security Code,Security Name,Security Group,Open,High,Low,LTP,No. of Shares Traded,Total Turnover (my image Lac),No. of Trades
543686,SIRCA,B,333.40,353.95,333.40,342.50,9426,32.48,800
524200,VINATIORGA,A,2309.00,2331.05,2250.80,2272.85,4075,93.66,798
539957,MGL,A,1802.00,1828.65,1801.85,1804.20,3195,58.03,798
531161,ABMKNO,X,148.35,169.20,148.35,164.70,92099,148.60,795
523405,JMFINANCIL,A,98.85,100.20,97.00,97.20,55153,54.19,795
526433,ASMTEC,X,1526.70,1544.95,1471.20,1516.70,12608,190.29,793
543350,VIJAYA,A,813.55,835.00,804.35,831.90,8740,72.02,791
543334,NUVOCO,A,334.95,335.90,332.15,334.10,14322,47.80,791
500296,NAHARSPING,B,345.15,348.45,322.55,332.80,9842,32.92,789
532772,DCBBANK,A,118.55,119.80,118.30,118.85,69055,82.22,787
534742,ZUARI,B,205.50,206.10,201.70,204.60,23376,47.72,787
519097,RITESHIN,X,29.70,29.89,25.50,27.63,105735,29.80,787
526797,GREENPLY,B,376.10,379.50,369.80,376.65,13754,51.46,782
542867,CSBBANK,A,328.00,328.00,323.10,326.55,14484,47.19,782
590086,ORISSAMINE,B,7099.00,7394.00,7099.00,7207.35,1650,119.55,779
540575,STARCEMENT,A,202.90,202.90,197.60,199.15,18596,37.11,777
539448,INDIGO,A,4293.90,4313.95,4276.75,4288.75,3689,158.52,776
500233,KAJARIACER,A,1484.00,1484.00,1437.35,1449.45,3496,50.99,776
532529,NDTV,B,214.90,214.90,205.00,209.25,23864,50.38,774
514043,HIMATSEIDE,B,149.60,149.80,143.00,143.80,39753,57.94,772
531889,IIL,X,333.80,339.90,326.25,338.70,107357,359.38,771
531092,OMINFRAL,T,194.95,209.00,194.95,196.15,105524,208.49,770
544022,ASKAUTOLTD,B,408.70,409.00,398.65,406.60,11880,48.10,770
531548,SOMANYCERA,B,716.05,745.95,714.95,734.10,5510,40.29,769
500660,GLAXO,A,2899.95,2932.25,2871.00,2878.40,3789,109.88,768
540311,JITFINFRA,B,1139.95,1139.95,1032.90,1042.85,9437,101.40,768
508989,NAVNETEDUL,B,166.45,166.45,163.00,163.45,30664,50.19,767
532341,IZMO,B,457.65,464.45,446.05,449.05,10628,48.16,767
532749,ALLCARGO,A,61.64,61.64,60.09,60.24,61560,37.22,767
500777,TNPETRO,B,94.50,96.05,94.10,94.80,72468,69.01,766
524212,WANBURY,B,198.00,205.15,198.00,201.75,21792,43.87,764
501295,IITL,B,255.00,269.00,233.10,236.40,45286,113.97,760
540080,DHATRE,XT,16.00,16.25,15.60,15.80,102309,16.16,759
539216,GARMNTMNTR,B,6.25,6.25,5.94,5.97,359608,21.68,758
520008,RICOAUTO,B,123.15,124.35,122.15,122.95,41274,50.97,757
507488,GMBREW,B,781.90,790.45,766.00,778.30,6399,49.73,757
532641,NDL,B,48.35,48.73,47.03,47.24,64290,30.65,757
540953,KENVI,B,5.99,6.14,5.77,6.12,1440360,87.39,756
516110,FAMILYCARE,X,7.54,7.75,6.23,7.47,337198,24.68,756
531335,ZYDUSWELL,A,2300.00,2319.00,2282.80,2316.50,2484,57.24,755
533210,KRITINUT,B,132.60,132.60,126.10,128.60,28931,37.23,755
526773,PRESSURS,X,7.14,7.14,6.94,7.00,459905,32.26,755
532768,FIEMIND,B,1285.85,1310.00,1285.85,1308.85,6409,83.35,754
500235,KSL,B,814.90,818.95,792.70,794.65,7567,60.73,754
500136,ESTER,B,150.00,151.00,146.00,146.65,26220,38.83,752
532940,JKIL,A,795.00,840.75,795.00,829.70,7222,59.72,747
532351,AKSHOPTFBR,B,9.80,10.00,9.00,9.05,321802,29.68,745
538422,JACKSON,X,0.76,0.76,0.73,0.74,416417,3.10,742
540611,AUBANK,A,633.10,635.30,623.20,625.60,9013,56.45,741
542323,KPIGREEN,T,1049.00,1064.00,1035.00,1064.00,26799,283.44,740
506285,BAYERCROP,A,6500.00,6635.00,6429.65,6596.25,2525,166.03,740
523586,INDTONER,X,282.25,284.00,270.00,274.90,33668,92.25,740
535267,COMFINCAP,X,10.22,10.60,10.02,10.51,313743,32.42,740
532994,ARCHIDPLY,B,144.75,148.50,136.90,140.15,51542,74.19,739
533329,INDTERRAIN,B,61.45,61.45,59.50,59.87,41357,24.98,739
531179,ARMANFIN,B,1716.00,1780.00,1716.00,1755.80,3362,59.16,738
539199,SGFIN,B,402.00,409.90,401.00,401.80,21834,87.93,737
512329,SGMART,B,369.95,375.70,369.95,375.70,95053,356.34,736
543942,UTKARSHBNK,A,48.97,49.70,48.60,48.67,108717,53.24,736
505036,ACGL,B,3201.55,3279.80,3071.40,3129.00,6957,220.12,735
531273,RADHEDE,X,3.63,3.65,3.44,3.46,755122,26.42,735
505790,SCHAEFFLER,A,3951.00,3980.75,3872.60,3954.25,2282,89.53,733
500333,PIXTRANS,B,1466.25,1528.95,1466.25,1507.30,3915,58.92,733
501831,COASTCORP,B,290.10,313.00,290.10,308.60,9570,29.53,733
539551,NH,A,1234.95,1249.00,1226.00,1231.90,5573,68.95,732
543258,INDIGOPNTS,A,1445.00,1457.90,1413.15,1423.35,3747,53.61,730
523367,DCMSHRIRAM,A,1164.45,1172.90,1130.05,1136.65,22629,257.62,729
530263,GLOBALCA,X,0.89,0.90,0.86,0.87,480515,4.21,729
526544,SCANPGEOM,XT,11.02,11.14,10.20,10.36,983396,105.57,728
543957,REDTAPE,A,703.90,710.40,697.15,698.20,6906,48.46,728
532390,TAJGVK,B,314.90,314.90,296.60,298.65,8019,24.45,727
543712,AHL,B,578.15,588.55,568.40,584.70,14888,86.81,726
504341,RELTD,B,75.50,76.12,71.05,71.68,48064,34.77,725
540900,NEWGEN,A,1038.85,1054.30,1024.10,1028.85,5461,56.69,724
500165,KANSAINER,A,299.45,299.45,292.00,293.85,20292,59.64,723
530813,KRBL,A,283.30,287.60,282.95,284.45,14219,40.48,722
504212,UNIVCABLES,B,765.55,765.55,737.00,751.55,5576,41.65,721
532163,SAREGAMA,A,490.00,501.05,477.15,480.05,7421,35.85,720
543936,SENCO,B,1035.35,1054.20,1031.00,1036.75,31000,323.45,718
539799,BHARATWIRE,B,243.70,251.35,243.00,245.45,16638,41.29,717
544187,KRONOX,B,147.90,147.90,145.60,146.05,20804,30.51,717
532708,GVKPIL,T,5.08,5.08,5.08,5.08,208124,10.57,717
543236,ATAM,B,175.00,183.25,170.00,181.30,12632,22.29,715
500387,SHREECEM,A,24599.80,24599.80,23846.00,24282.60,1150,278.35,714
543249,TARC,T,218.95,229.00,215.15,227.70,114711,258.08,713
511672,SCANSTL,X,69.90,69.90,67.15,67.69,217775,148.39,713
532796,LUMAXTECH,B,564.25,568.50,558.85,567.15,7245,40.85,713
504918,SANDUMA,A,556.00,566.00,542.20,544.60,11467,63.48,712
533896,FERVENTSYN,X,21.00,24.88,18.80,22.94,238567,53.32,712
534064,AIML,X,25.50,26.90,24.21,25.93,357153,92.21,709
507794,KHAICHEM,B,84.04,85.00,80.05,80.50,34977,28.69,709
544149,KRYSTAL,B,694.85,717.95,694.85,703.95,7472,52.80,708
543276,CRAFTSMAN,A,5295.00,5363.50,5246.90,5268.60,1308,69.40,703
543898,BLAL,B,289.00,293.50,286.15,290.50,16749,48.47,702
509709,INTLCONV,B,79.40,81.63,79.00,79.50,26953,21.55,702
532815,SMSPHARMA,B,297.50,297.50,280.45,283.65,13907,39.65,697
543481,MIDCAPETF,B,21.44,21.48,21.35,21.41,163533,35.01,693
522287,KPIL,A,1288.95,1288.95,1236.55,1242.45,4156,51.80,692
531982,SPECFOOD,XT,20.32,22.44,20.32,22.40,380801,80.84,691
530075,SELAN,B,895.60,958.45,895.60,923.30,6860,63.95,690
504220,WSI,B,152.40,161.60,152.40,160.15,19022,30.12,690
509020,RUCHINFRA,B,15.70,15.70,14.75,14.83,82467,12.42,690
502820,DCM,B,109.00,113.05,108.70,110.75,29902,32.99,689
508933,AYMSYNTEX,B,147.50,155.00,143.05,146.00,19021,28.22,689
542383,RITCO,B,331.55,338.45,324.60,331.45,13887,45.81,688
543419,SHRIRAMPPS,A,106.20,107.60,103.85,104.40,40042,42.20,688
500187,AGI,A,775.50,785.45,757.15,760.20,4190,32.13,686
538715,DHABRIYA,XT,500.95,500.95,480.00,492.85,49371,244.02,685
530077,FRSHTRP,X,130.60,150.55,130.60,147.95,99524,141.88,682
537709,HANSUGAR,XT,8.14,8.98,8.14,8.71,652543,53.95,681
504903,RATHIST,X,79.29,79.29,74.20,79.29,220067,173.18,680
539658,TEAMLEASE,A,3020.20,3123.00,3011.60,3025.00,1855,56.81,679
533704,ESSARSHPNG,T,46.20,49.00,45.89,47.71,106327,51.06,679
526582,TPLPLASTEH,B,116.40,116.40,108.35,111.80,41805,46.53,676
541179,ISEC,A,762.00,762.00,746.00,746.65,5941,44.48,676
539148,SHIVALIK,B,568.50,619.15,568.50,587.65,6938,41.73,675
520059,MUNJALAU,B,103.55,103.55,97.60,98.70,32695,32.81,675
543972,AEROFLEX,B,155.15,157.30,151.95,152.50,20509,31.67,675
500193,HLVLTD,B,21.88,21.88,21.05,21.13,105330,22.41,675
520057,JTEKTINDIA,B,185.80,185.80,178.35,179.95,11268,20.34,674
538835,INTELLECT,A,936.35,947.95,931.35,937.70,6261,58.82,673
522281,RAMRAT,B,441.75,463.00,437.00,446.10,10550,47.33,673
500227,JINDALPOLY,B,762.30,800.85,762.30,794.05,4569,35.99,673
519126,HNDFDS,B,551.00,563.95,551.00,560.95,8820,49.49,672
505750,JOSTS,X,1034.95,1040.00,962.25,969.80,11042,107.91,670
524820,PANAMAPET,B,402.90,413.05,402.90,404.50,7198,29.23,670
526159,NIKHILAD,X,145.00,146.00,133.50,134.20,52288,72.29,667
532468,KAMAHOLD,A,2745.00,2870.00,2715.80,2827.60,7629,213.59,664
543449,WEL,B,1530.45,1547.05,1490.00,1518.95,11790,179.51,662
532967,KIRIINDUS,B,322.65,345.15,322.65,334.70,10284,34.67,659
531201,SHILCTECH,T,6420.15,6520.00,6250.00,6320.85,4458,284.55,657
532313,MAHLIFE,A,565.65,565.65,554.95,559.20,16226,90.78,657
524396,BIOFILCHEM,B,65.80,68.70,63.52,64.72,38111,25.50,657
523323,KOVAI,B,4820.00,4838.75,4590.00,4635.85,5434,258.13,656
544066,SUNCLAY,B,1909.00,1940.00,1725.25,1797.85,3476,62.58,656
543308,KIMS,A,2170.30,2244.50,2170.30,2231.30,2912,64.48,655
590005,TIDEWATER,B,2415.05,2441.70,2392.05,2402.35,3266,78.71,654
500680,PFIZER,A,5867.65,5916.00,5830.05,5840.95,1759,103.28,653
526263,MOLDTECH,B,224.80,227.00,218.40,219.50,20453,45.23,653
532637,MANGALAM,B,114.15,118.90,114.15,117.70,8447,9.87,653
543474,BSLNIFTY,B,28.13,28.13,27.66,27.93,32365,9.02,653
537008,NIF100IETF,B,28.22,28.78,27.91,28.20,39521,11.11,652
500472,SKFINDIA,A,5455.00,5488.90,5386.05,5409.40,1317,71.51,651
500292,HEIDELBERG,B,225.50,225.50,221.15,222.45,116507,260.47,650
531737,GREENCREST,X,0.90,0.92,0.90,0.90,592723,5.35,649
543259,HOMEFIRST,A,1017.00,1051.65,1017.00,1048.35,4795,50.15,647
532189,ITDC,B,740.00,762.60,740.00,747.30,3643,27.39,647
505355,NESCO,A,880.35,934.60,879.00,903.80,7541,68.05,642
507828,ANSALHSG,XT,23.80,23.80,22.00,22.69,256753,57.38,642
517035,RIR,X,1845.00,1920.00,1821.00,1882.60,6242,116.92,641
544216,OILIETF,B,13.28,13.28,12.88,13.03,207659,26.95,641
590062,ANDHRSUGAR,B,110.65,113.35,109.65,110.45,21177,23.60,641
526169,MULTIBASE,X,256.80,272.95,254.00,270.65,47046,125.09,639
544205,NPL,B,905.00,924.95,882.50,891.05,11924,106.14,639
532531,STAR,A,1141.00,1149.20,1128.05,1142.50,4658,53.25,638
534804,CARERATING,A,1009.40,1009.40,976.35,981.55,3176,31.54,637
504132,PERMAGN,B,1067.25,1067.25,1017.80,1035.40,8280,86.70,633
523398,JCHAC,B,1966.35,2022.00,1966.35,1987.25,2138,42.61,632
526471,WINSOMBR,XT,58.90,58.90,53.95,53.95,50155,27.92,632
532092,EPUJA,X,4.03,4.08,3.90,3.93,118214,4.70,632
533398,MUTHOOTFIN,A,1846.00,1883.00,1846.00,1877.90,3535,66.06,631
541988,AAVAS,A,1646.90,1662.25,1636.15,1645.15,3758,62.07,631
542905,HINDWAREAP,B,421.05,422.00,412.95,416.95,5859,24.46,631
533761,GPTINFRA,B,174.30,179.30,174.25,179.30,22885,40.73,630
533168,ROSSELLIND,B,562.85,598.00,562.85,582.90,6536,38.27,630
517522,RAJRATAN,B,582.10,594.50,576.55,584.80,6323,37.16,630
543317,GRINFRA,A,1643.00,1643.00,1591.15,1601.90,1996,32.17,630
543270,MTARTECH,A,1825.00,1844.00,1805.20,1812.65,4170,76.03,629
506685,ULTRAMAR,B,501.00,510.00,482.00,492.25,13900,68.62,626
543398,LATENTVIEW,A,499.65,499.65,488.70,492.15,11203,55.15,624
532356,TRIVENI,A,382.00,383.55,379.35,380.20,12554,47.84,624
540775,KHADIM,B,394.55,394.55,370.60,372.35,8704,33.01,624
521080,PASARI,X,12.75,14.84,12.51,13.00,197173,27.10,624
524614,INDXTRA,X,5.47,6.20,5.47,6.04,347126,20.74,623
504000,ELPROINTL,B,107.80,110.00,100.00,103.55,95307,100.38,622
506767,ALKYLAMINE,A,2100.00,2104.65,2075.00,2088.80,2636,55.04,621
532649,NECLIFE,B,31.25,31.65,30.72,31.08,84131,26.19,621
500009,AMBALALSA,X,64.24,65.20,63.10,64.34,202411,130.13,620
540762,TIINDIA,A,4049.00,4049.00,3987.10,4008.10,1761,70.77,620
513353,COCHINM,X,313.60,327.00,313.60,325.65,43818,142.03,619
543248,RBA,A,107.05,108.45,105.80,106.45,58229,62.13,618
523539,PRECWIRE,B,150.00,153.35,148.25,152.10,12810,19.32,618
539252,SHYAMCENT,B,18.57,19.09,17.60,17.82,76301,13.77,616
540724,DIAMONDYD,B,908.85,912.00,871.85,890.55,3808,34.19,614
506076,GRINDWELL,A,2405.00,2440.55,2369.50,2426.30,1344,32.32,614
538708,ETIL,X,10.29,11.77,9.61,11.45,250961,27.41,614
538860,PANAFIC,X,1.53,1.57,1.43,1.44,588037,8.60,614
533208,EMAMIPAP,B,137.30,137.90,133.00,135.65,17863,24.37,613
541557,FINEORG,A,5250.00,5321.25,5212.15,5257.85,1166,61.39,610
542802,GALACTICO,B,3.83,3.83,3.75,3.78,446610,16.88,610
507912,LKPFIN,X,204.00,211.70,185.60,205.00,94094,190.05,609
543714,LANDMARK,A,611.45,619.00,600.75,603.40,10205,61.93,609
500210,INGERRAND,A,4100.00,4154.30,4008.60,4016.35,2154,87.30,608
514045,BSL,B,219.30,221.95,211.75,212.55,14189,30.58,608
532488,DIVISLAB,A,4900.00,4900.00,4818.55,4830.20,3531,171.14,606
524520,KMCSHIL,B,82.25,83.60,81.50,83.13,87170,72.13,603
502137,DECCANCE,B,668.45,671.70,646.30,654.15,5896,38.65,603
543335,APTUS,A,309.60,313.90,308.05,308.85,10162,31.46,603
533080,MOLDTKPAC,B,783.20,785.95,773.65,775.50,7934,61.81,599
542907,PRINCEPIPE,A,610.00,614.80,592.95,594.40,9872,59.36,599
533161,EMMBI,B,106.95,109.40,105.10,107.75,12142,13.09,599
534060,PMCFIN,XT,4.22,4.30,4.14,4.30,1040267,44.12,598
543644,INFOBEAN,B,422.80,424.80,405.50,415.25,4745,19.73,597
542602,EMBASSY,IF,373.00,377.00,368.10,376.18,9180,34.34,595
506222,STYRENIX,B,2672.50,2680.00,2620.00,2632.80,3137,82.82,594
500290,MRF,A,140391.00,141399.50,135501.00,136903.40,679,932.52,590
512591,PULSRIN,XT,14.50,14.50,13.70,13.94,128287,17.89,590
541702,ASHNI,X,5.75,5.85,5.70,5.75,193614,11.12,590
532717,INDOTECH,T,1908.60,1935.00,1834.75,1839.60,8021,149.58,589
524370,BODALCHEM,B,80.28,81.70,79.10,79.81,30150,24.25,587
537292,AGRITECH,B,228.85,228.85,220.60,221.80,6909,15.43,587
516098,VENTURA,X,23.35,23.35,19.23,19.23,138115,27.55,586
543441,CMSINFO,A,555.00,555.00,540.00,542.25,7257,39.49,585
515043,SAINTGOBAIN,B,141.75,143.40,140.10,142.50,36178,51.40,580
500266,MAHSCOOTER,A,8819.00,9522.25,8819.00,9286.85,1756,162.96,579
530845,SUNSHIEL,X,1005.15,1049.00,922.00,937.25,13043,124.31,579
544200,AFIL,B,106.20,106.20,101.00,103.30,23507,24.20,579
532369,RAMCOIND,B,236.15,236.20,230.55,231.30,8899,20.66,578
522285,JAYNECOIND,B,48.00,48.37,47.16,47.47,41620,19.82,578
539991,CFEL,X,79.40,79.40,71.90,73.91,148400,110.46,576
544198,DEEDEV,B,360.50,362.00,351.70,353.35,9676,34.32,576
513536,GNRL,X,14.90,15.45,14.70,15.20,163592,24.86,576
543279,SURYODAY,B,192.45,193.75,189.50,190.75,22055,42.20,574
531991,AMRAAGRI,XT,1.17,1.18,1.12,1.14,529431,6.00,574
530001,GUJALKALI,A,760.10,760.10,728.00,744.60,10103,75.09,573
532430,BFUTILITIE,A,778.95,785.50,761.35,766.95,5623,43.67,572
538965,CONCORD,X,37.55,38.68,31.70,34.90,123118,41.43,572
541967,SKYGOLD,T,2140.45,2247.45,2140.45,2247.45,10253,227.84,571
532408,MEGASOFT,B,72.44,73.28,69.85,70.11,24328,17.38,570
542232,SRD,B,128.85,131.00,126.50,127.90,326303,420.67,569
506194,ARIHANTSUP,B,324.25,325.75,306.95,321.20,18426,58.40,568
532834,CAMLINFINE,B,108.50,110.75,108.35,109.65,33078,36.13,568
544029,GANDHAR,B,213.95,213.95,208.25,208.75,15666,32.93,568
534741,VIRTUALG,X,0.87,0.89,0.87,0.89,682947,6.01,567
544007,ALPHAETF,B,28.78,28.78,28.15,28.40,114171,32.41,566
530655,GOODLUCK,B,893.55,940.00,893.55,925.75,5657,52.44,565
531400,ALMONDZ,B,33.70,35.43,33.70,34.66,56354,19.49,564
538634,VRL,X,387.40,393.00,370.25,383.55,15297,58.53,561
543533,EMUDHRA,B,859.00,859.00,826.35,832.00,2480,20.80,561
526407,HAMPTON,B,30.16,30.59,30.06,30.07,220136,66.77,560
543998,VALIANTLAB,B,120.20,129.75,120.20,129.10,22763,28.59,558
500304,NIITLTD,B,118.70,118.70,115.95,116.45,23418,27.48,556
500027,ATUL,A,8072.70,8101.15,7923.75,7982.15,1603,128.37,555
539997,KPL,B,540.00,540.00,511.15,529.50,24382,127.02,555
538546,BRPL,B,79.00,81.44,73.50,74.30,53375,40.35,555
519183,ADFFOODS,B,228.00,229.60,224.90,227.70,15379,34.95,553
517554,NHCFOODS,XT,6.29,6.47,6.20,6.42,259438,16.50,553
513436,SHAHALLOYS,B,68.56,68.56,64.03,65.73,7110,4.69,553
543528,VENUSPIPES,A,2079.10,2116.85,2074.70,2082.65,1632,34.09,552
524522,LAFFANSQ,X,39.50,47.84,39.50,43.59,144934,66.70,550
540153,ENDURANCE,A,2586.55,2607.00,2565.20,2573.25,1278,33.09,548
526586,WIMPLAST,X,673.00,698.85,668.00,691.30,35049,240.02,547
531978,AMBIKCO,B,1964.05,2074.90,1954.10,1963.55,2012,40.28,547
504258,LAKSELEC,X,1587.70,1587.70,1390.00,1412.25,9400,134.24,545
524735,HIKAL,B,325.00,325.00,318.05,320.35,9476,30.48,545
538837,JSTL,X,57.60,67.80,57.08,62.19,95161,59.73,544
526367,GANESHHOUC,B,892.25,892.25,871.00,873.10,3660,32.14,544
500456,PASUPTAC,B,41.01,41.90,40.20,40.30,32801,13.43,543
538868,CSL,X,11.18,11.23,10.51,10.80,90727,9.85,543
534675,PROZONER,B,32.55,32.55,31.17,31.50,42086,13.43,542
539917,NAGAFERT,B,10.80,11.12,10.80,10.85,165024,18.06,540
543960,CONCORDBIO,A,1571.80,1619.00,1547.00,1553.85,2496,39.32,538
526179,LUDLOWJUT,X,108.00,108.00,99.80,104.05,79744,81.90,536
543524,RAINBOW,A,1216.95,1232.80,1212.40,1226.85,3526,43.12,535
543171,ROJL,T,4.20,4.20,4.04,4.04,255450,10.41,535
512131,SIGIND,B,76.96,77.10,76.34,76.56,7396,5.69,534
590108,PSUBNKBEES,B,77.79,78.50,76.90,77.95,1470881,1135.70,533
543321,TATVA,B,985.00,991.65,968.00,988.60,3744,36.79,532
505400,TEXINFRA,B,128.30,128.45,125.30,125.90,25490,32.36,532
543413,TEGA,A,1811.00,1822.90,1763.70,1778.25,2454,43.86,529
544174,TBOTEK,B,1654.60,1748.05,1654.60,1732.20,2240,38.73,529
532687,REPRO,B,630.70,631.95,593.40,621.40,4108,25.33,527
543367,PARAS,T,1216.05,1265.00,1215.00,1225.10,25978,322.70,526
500264,MAFATIND,X,189.55,191.95,184.55,186.90,40828,76.87,525
542857,GREENPANEL,A,369.50,370.00,356.95,365.45,7166,26.05,525
531082,ALANKIT,B,25.21,25.35,24.56,24.78,88724,22.21,523
540526,IRBINVIT,IF,64.69,64.69,64.25,64.36,36078,23.24,522
500414,TIMEX,B,149.80,153.00,147.30,150.05,43599,65.28,521
503101,MARATHON,B,553.00,579.15,553.00,575.05,4042,23.11,521
514142,TTL,B,120.75,121.05,118.00,118.10,7734,9.23,521
526899,HFIL,X,21.50,23.25,21.30,22.12,196102,43.16,520
532160,GUJSTATFIN,B,25.17,26.29,24.01,24.77,32477,8.02,519
521228,TATIAGLOB,X,3.57,3.69,3.38,3.50,196116,6.85,519
543348,AXISHCETF,B,141.25,142.00,138.60,142.00,25289,35.40,518
541161,KBCGLOBAL,T,1.80,1.83,1.79,1.80,629128,11.36,518
504176,HIGHENE,X,733.90,739.00,710.00,719.05,9966,72.05,517
531411,TUNITEX,X,1.97,2.00,1.90,1.92,367538,7.12,516
526817,CHEVIOT,B,1494.00,1522.00,1437.10,1440.80,2250,32.81,514
540738,STL,B,24.99,25.10,24.05,24.51,98919,24.36,512
512257,SVARTCORP,X,5.11,5.27,5.01,5.16,250094,12.92,512
504879,ORIENTCER,B,53.42,53.58,51.00,51.53,24603,12.83,510
504084,KAYCEEI,XT,2090.85,2090.85,2090.85,2090.85,5519,115.39,509
538902,DTIL,B,222.40,256.30,222.40,256.30,25919,65.75,508
543437,MONQ50,B,62.06,62.76,61.01,62.44,43821,27.07,508
532504,NAVINFLUOR,A,3581.20,3632.40,3537.10,3549.90,2284,81.73,507
524632,SHUKRAPHAR,XT,78.98,80.99,75.04,76.63,50966,39.49,506
526953,VENUSREM,B,400.25,402.35,388.95,397.15,9463,37.37,506
543950,YATHARTH,B,460.00,460.00,443.25,447.05,6782,30.38,506
539621,BCLENTERPR,X,1.05,1.05,1.03,1.04,281496,2.91,506
500460,MUKANDLTD,B,163.50,165.30,161.25,164.00,14379,23.55,505
531727,MENNPIS,X,87.50,87.90,86.50,86.97,20344,17.73,505
532382,BALAJITELE,B,70.50,71.05,68.60,69.17,20967,14.65,505
533260,CAREERP,B,505.00,519.95,494.95,518.25,7207,36.83,503
532699,ROHLTD,B,366.00,366.00,352.90,355.20,9494,33.82,503
540776,5PAISA,B,476.55,492.55,466.85,488.55,6465,31.17,503
540203,SFL,A,950.00,967.15,949.10,956.35,4194,40.14,501
532811,AHLUCONT,A,1344.75,1344.75,1312.75,1326.70,2141,28.44,499
533156,VASCONEQ,A,73.35,74.75,73.10,73.47,43134,31.72,498
538979,GREENLAM,A,551.40,588.00,551.40,577.75,3447,19.99,498
542772,360ONE,A,1050.10,1050.10,1020.95,1031.80,4124,42.65,497
532548,CENTURYPLY,A,731.90,734.50,715.65,718.55,4187,30.24,497
506820,ASTRAZEN,A,6648.00,6799.20,6622.40,6689.45,1368,91.55,496
524226,GAEL,A,131.65,131.65,129.00,129.55,20932,27.22,496
514183,BLACKROSE,X,139.00,140.80,137.00,137.70,25053,34.76,494
511676,GICHSGFIN,B,239.35,243.05,237.25,239.10,11667,28.02,494
500830,COLPAL,A,3490.00,3490.00,3441.60,3451.35,2164,75.03,492
519156,VADILALIND,B,4228.35,4250.00,4103.00,4202.15,1651,69.27,492
532782,SUTLEJTEX,B,65.50,65.69,63.77,65.35,28272,18.24,492
533267,CANTABIL,B,285.60,289.00,277.95,284.30,5174,14.62,492
505729,SINGER,X,80.26,81.50,79.90,80.06,95248,76.68,491
543986,SOUTHWEST,B,104.90,109.95,104.90,108.20,19503,21.01,491
522105,BIRLAPREC,X,88.31,88.31,86.66,88.31,126460,111.58,490
544129,JUNIPER,B,419.00,423.00,410.55,420.70,5892,24.52,490
533576,VASWANI,B,53.65,53.92,49.90,50.63,19982,10.27,489
543747,KAMOPAINTS,B,36.55,38.22,36.55,38.08,56709,21.39,487
500495,ESCORTS,A,3701.00,3727.50,3672.00,3684.75,2040,75.36,486
540935,GALAXYSURF,A,2915.00,3039.50,2852.75,2990.80,2002,59.28,485
530643,ECORECO,XT,763.00,794.00,750.00,781.15,15056,116.09,484
500267,MAJESAUT,X,361.35,389.00,361.35,373.50,20639,76.73,484
543748,AARTIPHARM,A,599.45,609.00,593.65,596.20,5367,32.33,484
502420,ORIENTPPR,B,49.63,49.63,48.85,49.20,56644,27.87,484
543992,YATRA,B,134.50,134.50,128.10,129.95,9434,12.37,483
543977,RISHABH,B,411.65,424.65,408.05,418.35,3754,15.69,482
542724,MURAE,B,1.42,1.43,1.36,1.40,426518,5.97,482
501314,PRISMX,X,1.35,1.37,1.32,1.34,390206,5.23,482
532528,DATAMATICS,A,565.00,567.95,553.10,556.85,3459,19.28,480
532475,APTECHT,B,221.00,222.00,217.10,220.85,8104,17.75,480
500404,SUNFLAG,A,237.10,240.45,234.00,234.80,8893,21.02,479
543935,ITETFADD,B,40.18,40.27,39.51,39.51,8009,3.19,475
500092,CRISIL,A,4482.35,4488.00,4401.05,4411.40,1307,57.95,474
500250,LGBBROSLTD,A,1333.00,1355.60,1330.60,1342.30,2419,32.47,474
543671,AAATECH,B,123.00,125.00,119.90,121.60,15085,18.38,472
512008,EFCIL,XT,550.95,552.00,520.00,542.05,71509,384.91,471
533602,LESHAIND,X,3.67,3.67,3.51,3.55,234696,8.35,471
511034,JINDRILL,B,628.00,650.00,628.00,634.35,4122,26.38,470
523391,NAHARPOLY,B,342.05,356.40,331.35,334.35,5858,19.95,470
513517,STEELCAS,B,631.00,664.55,612.95,653.05,2874,18.21,469
530367,NRBBEARING,A,316.00,316.00,312.20,314.35,10476,32.86,467
544030,FLAIR,B,310.00,315.30,307.95,313.35,14859,46.30,466
533007,LGBFORGE,XT,10.77,10.88,10.10,10.15,165951,17.24,466
515008,MODINSU,X,142.70,146.65,142.50,144.95,43060,62.38,465
506808,TUTIALKA,B,84.02,86.50,81.11,82.76,45148,37.68,465
513498,SOUTHMG,XT,429.70,429.70,417.45,429.70,23930,102.61,464
530079,FAZE3Q,B,547.05,562.70,531.15,532.85,3964,21.42,462
500147,COCKERILL,B,5074.90,5100.00,4901.05,5037.85,3648,182.37,461
542399,CHALET,A,806.55,812.50,783.30,786.50,2337,18.51,461
543329,WINDLAS,B,861.00,870.00,840.30,865.65,3381,28.94,460
542057,BCPL,T,101.00,103.00,97.00,100.65,27907,28.11,458
544057,HAPPYFORGE,B,1242.55,1250.60,1225.05,1230.45,1705,21.05,458
512161,SECURKLOUD,B,34.10,36.89,33.65,33.96,20676,7.23,458
503641,ZODIACVEN,X,14.48,14.82,14.32,14.61,37851,5.51,458
500672,NOVARTIND,B,1149.00,1149.00,1123.15,1128.70,7232,82.28,457
513554,MAHASTEEL,B,111.80,117.75,111.80,117.00,10272,11.84,457
