Security Code,Security Name,Security Group,Open,High,Low,LTP,No. of Shares Traded,Total Turnover (my image Lac),No. of Trades
522195,FRONTSP,X,1440.60,1527.00,1440.60,1517.40,4359,65.59,240
511768,MASTERTR,B,796.75,799.45,770.00,776.15,7546,59.12,240
509563,GARWAMAR,XT,34.85,34.85,34.85,34.85,153112,53.36,240
544122,ENTERO,B,1241.30,1249.20,1215.50,1229.15,1518,18.69,240
513121,ORICONENT,B,39.90,39.90,38.64,38.85,14790,5.80,240
540936,GGL,B,7.90,8.11,7.84,7.94,35345,2.81,240
519566,SIMRAN,X,161.85,161.85,152.00,155.40,14083,22.06,239
512597,KEYFINSERV,B,255.00,263.90,233.75,244.90,5693,14.21,238
532507,BAGFILMS,B,8.31,8.92,8.31,8.65,43344,3.76,238
532745,INDICAP,XT,13.90,14.19,13.05,13.84,153154,20.56,237
542770,ALPHALOGIC,T,221.00,221.40,215.15,221.40,9150,20.25,237
505737,INTLCOMBQ,X,1181.00,1267.00,1170.55,1238.40,3871,46.91,236
500089,DICIND,B,648.70,677.50,648.70,675.50,1855,12.49,236
500199,IGPL,B,626.00,632.95,617.95,618.45,1701,10.59,236
540955,TDSL,B,10.40,10.60,10.06,10.24,37520,3.87,236
531716,TRICOMFRU,X,1.72,1.72,1.56,1.68,217088,3.70,236
533261,EROSMEDIA,B,19.75,19.75,19.05,19.17,18951,3.64,235
524669,HESTERBIO,B,2685.00,2747.40,2639.70,2671.00,890,24.02,234
500031,BAJAJELEC,A,967.20,985.40,967.20,977.80,1531,14.99,234
532740,LOKESHMACH,B,403.20,407.40,388.60,395.75,3970,15.85,232
532612,INDOCO,B,326.00,326.00,320.65,322.75,1737,5.60,232
519191,RGRL,X,9.48,10.00,9.15,9.64,46690,4.50,232
532880,OMAXE,T,118.10,123.60,117.60,117.60,90091,106.18,231
540693,SHISHIND,B,121.35,123.20,120.05,121.75,11657,14.16,231
541352,MEGASTAR,B,308.80,317.80,306.85,311.00,1017,3.18,231
530317,GODAVARI,X,104.40,106.40,101.00,104.75,19820,20.77,230
530145,KISAN,X,65.22,65.99,63.50,65.15,70314,45.61,229
539494,SMARTFIN,X,13.28,13.40,11.71,12.81,36914,4.78,229
531802,PRERINFRA,XT,35.82,36.88,35.21,35.52,47927,17.16,228
539118,VRLLOG,A,529.50,532.95,521.00,528.50,1822,9.59,228
544118,JSFB,B,606.05,612.65,596.85,599.15,1338,8.05,228
542351,GLOSTERLTD,B,815.05,821.00,780.00,791.55,1898,15.08,227
532676,PBAINFRA,B,14.00,15.00,13.01,13.95,75636,10.88,227
526596,LIBERTSHOE,B,501.00,506.10,490.45,492.05,1470,7.32,227
532864,NELCAST,B,142.55,146.65,142.55,144.90,6212,9.00,226
532100,INDOCITY,X,19.75,21.74,18.75,18.99,23006,4.53,226
533543,BROOKS,B,110.86,110.86,102.16,103.21,6327,6.68,225
512624,REGENTRP,X,5.56,5.56,5.13,5.35,62933,3.41,225
517372,GUJINTRX,XT,629.00,629.00,581.75,594.90,6499,38.22,224
524019,KINGFA,B,2892.00,2999.15,2870.10,2970.25,610,17.77,224
517168,SUBROS,B,644.90,664.75,644.90,657.20,2432,15.97,224
532090,VANDANA,XT,5.77,5.77,5.52,5.60,129762,7.42,224
517447,RSSOFTWARE,T,279.90,288.10,274.00,288.10,55517,159.74,223
530175,ODYSSEY,XT,135.00,135.00,123.60,128.15,20567,25.97,223
532212,ARCHIES,B,26.32,26.55,25.35,25.69,18721,4.85,223
532946,BANG,B,56.90,57.73,55.50,57.30,6832,3.89,223
540923,ASHOKAMET,B,19.81,20.27,19.80,19.88,16818,3.36,223
535719,AMPVOLTS,X,45.79,45.79,43.00,43.60,30281,13.19,222
505712,HIMTEK,XT,206.00,213.70,204.00,213.70,54465,114.90,221
508941,PANCARBON,X,506.95,535.00,506.95,507.80,7832,40.56,221
534758,CIGNITITEC,A,1356.10,1358.00,1347.45,1351.30,2072,28.02,221
532219,ENERGYDEV,T,29.00,29.41,27.05,27.48,34103,9.42,221
532817,ORIENTALTL,B,10.55,10.84,10.15,10.63,55912,5.89,221
532853,ASAHISONG,B,521.85,531.45,515.60,522.25,2647,13.75,220
505800,RANEHOLDIN,B,1550.95,1653.70,1550.95,1634.35,832,13.50,220
502015,ASIIL,X,28.60,30.00,28.60,29.32,33823,9.97,220
506618,PUNJABCHEM,B,1230.00,1264.90,1230.00,1248.35,1534,19.17,219
544120,CAPITALSFB,B,319.00,324.65,319.00,320.85,1542,4.94,219
526441,VISIONCINE,X,1.38,1.45,1.20,1.30,245288,3.33,219
507815,GILLETTE,A,8107.80,8138.10,7944.20,8036.15,466,37.61,218
505854,TRF,B,482.90,484.55,473.55,480.70,2848,13.70,218
540023,COLORCHIPS,X,17.12,17.95,16.27,16.28,3821948,622.14,217
508969,SULABEN,X,5.44,5.44,5.17,5.25,62319,3.26,217
530431,ADORFO,X,142.90,142.90,138.50,140.20,13766,19.20,216
524038,VENLONENT,X,7.00,8.29,6.93,7.59,26096,1.96,216
543571,INFRAIETF,B,93.68,94.69,93.68,94.01,177295,166.81,213
523229,BHARATSE,X,166.00,166.00,161.20,163.00,11476,18.69,213
532373,WEPSOLN,X,42.50,42.97,40.62,41.38,38420,15.97,213
540361,DANUBE,X,4.56,4.66,4.50,4.57,93056,4.25,213
531909,CROISSANCE,X,3.90,4.00,3.71,3.80,79360,3.05,213
542012,AAL,B,350.00,353.80,348.00,351.10,20895,73.28,212
540192,LKPSEC,XT,20.81,21.19,20.20,20.62,51256,10.47,212
543433,HPAL,B,102.00,102.00,98.55,99.10,8172,8.11,212
532700,ENIL,B,219.05,223.75,217.85,219.25,1638,3.61,212
521018,MARALOVER,B,75.77,76.45,74.95,75.53,5349,4.04,211
502448,ROLLT,T,2.94,2.94,2.76,2.76,139233,3.90,211
539018,BEEKAY,B,684.50,709.00,674.45,686.45,2631,18.35,210
543414,MAHKTECH,B,13.19,13.45,13.10,13.36,28720,3.79,210
512493,GARNETINT,XT,113.95,118.00,113.95,118.00,57716,67.39,209
500240,KINETICENG,X,183.50,193.80,183.50,191.05,18728,35.41,209
539196,AEL,XT,219.80,220.00,213.20,215.65,10329,22.32,209
509040,NETLINK,X,155.95,155.95,148.00,149.65,9463,14.28,209
532674,BASML,B,56.07,56.08,54.99,55.16,7802,4.31,209
544199,GEMENVIRO,M,245.00,246.80,228.05,234.15,374400,881.46,208
508906,EVERESTIND,B,1040.00,1066.80,1040.00,1047.90,869,9.12,208
524636,OXYGENTAPH,X,39.40,39.40,36.61,37.00,24293,9.12,208
530439,SIDDHA,X,9.51,9.80,9.32,9.54,50266,4.79,208
532869,TARMAT,T,98.10,101.17,98.10,99.96,67184,67.81,207
532931,BURNPUR,T,7.70,7.71,7.70,7.71,232176,17.89,207
531310,AVAILFC,X,235.70,235.70,215.10,223.25,7892,17.74,207
532761,HOVS,B,77.99,78.00,70.53,70.92,5162,3.72,207
509525,EMPIND,X,1079.00,1099.00,1055.00,1062.80,3453,37.01,206
590065,IMPAL,B,1284.95,1294.85,1258.00,1259.05,1586,20.16,206
534691,COMCL,X,26.99,27.78,26.30,27.32,53469,14.57,206
526662,ARENTERP,B,79.99,83.59,71.24,71.24,17104,12.79,206
543218,SBGLP,B,116.90,121.15,116.60,117.25,9365,11.17,206
523301,TCPLPACK,B,3175.00,3225.50,3070.55,3085.00,2399,75.33,205
512047,ROYALIND,XT,54.88,54.88,54.88,54.88,39016,21.41,205
541167,YASHO,B,1780.30,1850.00,1780.30,1806.15,845,15.29,204
524640,ARCHITORG,XT,51.03,51.44,49.40,49.40,26938,13.38,204
517494,ACCEL,X,24.10,24.10,22.95,23.20,57106,13.22,204
512038,TCC,XT,705.00,711.70,690.00,711.70,13472,94.92,203
539956,TAALENT,X,2988.00,3014.00,2902.00,3004.20,1518,45.36,202
543812,DIVGIITTS,B,679.70,690.95,677.55,679.20,1738,11.86,202
522034,SHANTIGEAR,B,596.50,605.25,580.00,602.00,915,5.41,201
532644,JKCEMENT,A,4240.75,4276.30,4217.10,4228.00,907,38.42,200
526731,BRIGHTBR,X,191.00,197.00,191.00,192.35,15625,30.46,200
513532,PRADPME,X,260.05,264.20,251.40,259.55,9836,25.42,200
509675,HIL,B,2922.00,2962.80,2906.05,2926.15,760,22.24,200
517246,BCCFUBA,XT,90.00,91.00,85.10,87.75,22103,19.66,200
524342,INDOBORAX,B,184.00,187.60,184.00,186.10,4494,8.37,200
541338,UHZAVERI,T,17.05,17.23,16.60,17.09,21471,3.65,200
531266,VSTTILLERS,B,4051.30,4078.00,4025.65,4044.30,507,20.60,199
505010,AUTOAXLES,B,1902.90,1937.45,1899.00,1908.60,787,15.08,199
590006,AMRUTANJAN,B,738.05,765.95,738.05,761.55,811,6.15,199
532737,EMKAY,T,189.90,191.00,186.00,191.00,41296,78.64,198
539300,AKSPINTEX,XT,228.50,229.40,223.10,227.20,15722,35.72,198
530095,PRADHIN,X,49.50,50.45,47.01,47.30,35602,17.20,198
532001,INDCTST,XT,78.80,87.00,78.80,87.00,14226,11.82,198
532413,CEREBRAINT,T,11.20,11.20,11.20,11.20,237664,26.62,197
539519,MAYUKH,XT,7.70,7.92,7.30,7.82,233703,18.21,197
511116,QUADRANT,XT,2.25,2.25,2.25,2.25,399975,9.00,197
544003,PLAZACABLE,B,89.83,89.83,86.98,87.66,7074,6.22,197
524652,INDSWFTLTD,B,23.62,24.70,23.50,23.56,21332,5.07,197
590138,SETFNIF50,B,256.92,257.39,256.21,256.58,32402,83.27,194
533477,ENKEIWHEL,B,664.90,664.90,643.00,643.05,4741,30.62,194
514450,MHLXMIRU,B,188.10,195.25,186.20,188.30,2653,5.01,194
543568,MOM30IETF,B,36.44,36.57,36.18,36.47,199973,72.85,193
524109,KABRAEXTRU,B,401.00,401.00,392.00,392.40,2042,8.10,193
500207,INDORAMA,B,47.30,47.74,45.65,45.68,13656,6.33,193
539516,HDFCNIFTY,B,269.13,270.27,266.59,268.71,12668,33.99,192
543450,AUTOIETF,B,25.85,26.00,25.71,25.84,65348,16.92,192
538778,KALYANCAP,X,15.35,15.65,14.81,15.15,27979,4.25,191
509048,LANCORHOL,B,42.77,43.90,41.70,42.00,9755,4.16,191
532467,HAZOOR,X,397.40,397.40,390.05,397.40,48481,192.66,190
526614,EXPOGAS,X,37.85,39.90,36.31,37.22,44257,16.72,190
523650,YASHINNO,X,27.30,28.51,25.05,27.95,58176,16.15,190
533676,INDOTHAI,B,279.40,287.50,262.00,275.30,5152,13.91,190
531297,ARTEFACT,X,77.95,78.90,76.25,77.37,16978,13.21,190
540393,SMLT,B,195.40,197.95,192.45,193.35,2149,4.19,190
543545,VEERKRUPA,MT,2.30,2.40,2.23,2.37,3306600,77.77,189
530585,SWASTIKA,X,829.50,840.00,791.00,796.50,4181,34.24,189
531746,PRAENG,B,36.51,37.13,35.43,35.43,26035,9.29,189
540097,VISCO,XT,73.44,73.44,72.90,72.90,51782,37.96,188
523384,MAHAPEXLTD,B,180.00,180.00,168.70,173.75,6450,11.00,188
531176,MEFCOMCAP,X,15.79,15.79,14.90,15.11,45550,6.91,188
532760,DEEPENR,B,170.35,173.30,169.75,172.40,3605,6.18,188
504378,NYSSACORP,X,6.54,6.99,6.54,6.81,90821,6.17,188
544006,ITETF,B,39.90,39.90,38.90,39.74,60754,23.99,187
500307,NIRLON,B,426.50,426.50,422.35,424.60,4033,17.12,187
524824,BALPHARMA,B,120.00,122.80,120.00,121.25,7019,8.50,187
531543,JINDWORLD,A,380.25,380.25,367.00,369.25,1825,6.77,187
500014,UTIQUE,X,7.80,7.80,7.60,7.76,51661,3.95,187
539143,PANTH,X,7.11,7.11,6.85,7.01,53469,3.71,187
520111,RATNAMANI,A,3672.55,3672.55,3528.15,3556.75,553,19.65,186
533202,SATCH,X,4.07,4.19,4.04,4.07,112640,4.62,186
500354,RAJSREESUG,B,74.21,74.21,71.02,72.02,5949,4.28,186
538683,SENSEXBEES,A,902.00,903.00,892.07,899.21,2219,19.94,185
590031,DENORA,B,1637.80,1637.80,1602.00,1607.25,930,15.00,185
532629,MBECL,T,6.53,6.53,6.22,6.22,224161,14.06,185
523694,APCOTEXIND,B,435.00,444.40,435.00,443.40,2307,10.14,185
526521,SANGHIIND,B,91.60,93.40,91.60,92.13,9989,9.22,185
535693,BRAHMINFRA,X,88.18,91.00,88.18,90.91,9065,8.19,185
511557,PROFINC,X,1.02,1.03,1.01,1.02,269973,2.75,185
530357,KBSINDIA,X,8.95,8.95,8.56,8.69,16874,1.48,185
508486,HAWKINCOOK,B,8505.85,8790.00,8470.00,8701.10,599,51.85,184
540396,MANOMAY,B,297.70,304.45,294.00,297.70,10171,30.47,184
543531,TIERRA,X,68.99,73.50,67.32,68.43,11284,7.83,184
503722,BANSWRAS,B,150.55,151.35,147.15,149.25,3500,5.22,184
512229,VERITAS,T,910.00,910.00,887.40,887.60,11614,104.21,183
543677,FINIETF,B,25.29,25.97,25.01,25.97,338476,84.92,183
532067,3BBLACKBIO,X,1152.00,1219.00,1152.00,1180.50,3668,43.38,183
520113,VESUVIUS,A,5159.80,5176.45,5117.20,5128.65,283,14.56,183
506579,OCCL,T,291.00,303.00,290.00,298.25,3565,10.54,183
532455,SHALIWIR,X,24.38,25.90,23.10,24.16,36758,9.04,182
514036,LOYALTEX,B,633.00,644.70,611.30,613.50,1147,7.20,181
532873,HDIL,Z,3.97,4.07,3.81,3.96,129910,5.11,181
508922,MSRINDIA,X,8.99,9.05,8.61,8.95,22356,1.99,181
533268,SEATV,XT,8.30,8.46,8.30,8.46,1905,0.16,181
539337,WAAREE,M,1119.95,1138.05,1108.00,1138.05,42700,482.93,180
535657,OONE,X,10.99,10.99,10.10,10.28,67849,7.01,180
531959,NEWINFRA,X,14.80,15.02,14.31,14.56,24603,3.58,180
526193,ROYALCU,XT,27.77,28.32,27.75,28.32,306216,86.51,179
519421,KSE,X,2690.00,2739.00,2626.60,2700.85,1981,53.64,179
526409,KKALPANAIND,XT,13.26,13.50,12.60,12.98,93581,12.14,179
526519,ALPINEHOU,X,132.90,132.90,127.00,128.65,8773,11.34,179
542248,DECCAN,B,35.59,35.59,33.10,34.53,25850,8.79,179
526508,SHAHISHIP,XT,26.82,26.82,26.82,26.82,14269,3.83,179
543636,DCI,T,400.40,416.60,400.40,416.60,5905,24.46,178
516072,VISHNU,B,422.75,427.75,421.25,422.55,1603,6.81,178
506520,JAYCH,X,9.40,9.40,8.93,8.96,51388,4.65,178
531328,KRETTOSYS,XT,1.03,1.03,0.95,1.03,397310,3.99,178
544144,PVSL,B,233.00,236.20,233.00,233.85,2068,4.85,177
533296,FMNL,B,6.23,6.29,6.02,6.10,31884,1.95,177
543819,PSUBNKIETF,B,70.10,71.42,69.78,70.70,390115,272.33,176
520075,SAMKRG,X,231.00,233.50,228.75,229.40,15871,36.67,176
523475,LOTUSCHO,XT,1601.65,1601.65,1601.65,1601.65,7508,120.25,175
543357,AXISCETF,B,118.85,119.89,118.73,119.89,29921,35.57,175
519287,MODAIRY,XT,53.00,54.00,52.00,52.49,40947,21.68,175
504036,HIRECT,B,816.10,862.10,816.10,862.10,1421,12.11,175
543514,VERANDA,T,298.00,298.00,277.00,281.95,2901,8.28,175
532976,JAIBALAJI,T,895.10,945.10,882.10,938.90,5265,48.56,174
537708,NIFTY1,B,260.00,266.68,260.00,264.20,10858,28.62,174
507498,PICCASUG,XT,77.00,79.20,74.00,76.67,17526,13.57,174
520066,JAYBARMARU,B,109.95,111.75,109.15,110.05,9874,10.92,174
538273,RESPONSINF,X,88.00,88.00,76.35,80.79,6423,5.10,174
531512,ORIENTTR,XT,15.50,15.50,14.17,14.94,32829,4.90,174
523283,SUPERHOUSE,B,222.00,224.40,222.00,223.75,1708,3.81,174
540612,LOWVOLIETF,B,21.65,21.85,21.60,21.80,1534095,333.35,173
509243,TVSSRICHAK,B,4252.00,4299.90,4167.65,4185.65,320,13.51,173
514165,INDIANACRY,X,12.97,12.97,12.62,12.68,71622,9.10,173
507315,SAKHTISUG,B,36.75,37.66,36.45,36.93,14745,5.47,173
533270,BEDMUTHA,B,208.25,208.25,202.00,204.20,5714,11.76,172
543261,BIRET,IF,268.55,270.70,268.30,269.86,1706,4.60,172
541276,HARDWYN,B,29.30,29.30,28.64,28.73,7706,2.22,172
542862,SHAHLON,X,25.27,25.50,22.61,24.00,93885,22.65,171
512018,CNIRESLTD,XT,10.31,10.31,9.93,10.27,186422,18.88,171
530959,DIANATEA,X,29.99,31.40,28.60,30.51,26921,8.22,171
540545,BGJL,B,17.10,17.97,16.70,17.07,21276,3.69,171
536960,MOM100,B,61.06,61.65,61.01,61.17,582134,356.00,170
532070,SUMUKA,XT,217.90,221.00,208.10,220.55,18406,39.94,170
535910,MMLF,B,176.05,176.05,164.00,165.40,12106,20.19,170
530299,KOTHARIPRO,B,191.40,191.40,178.50,179.35,2463,4.51,170
513418,SMFIL,XT,6.99,6.99,6.43,6.76,60356,4.03,170
544112,JGTL,B,690.00,690.00,660.00,665.50,3474,23.21,169
526945,TYROON,X,108.50,115.40,100.00,111.60,20643,23.07,169
523269,ADVANIHOTR,B,74.18,74.18,72.55,73.27,5529,4.05,169
511092,JMDVL,X,14.38,14.38,13.84,14.03,27837,3.91,169
531337,WINPRO,Z,2.11,2.11,2.06,2.08,140558,2.92,169
523574,FEL,Z,0.76,0.77,0.75,0.77,239709,1.82,168
543383,CONSUMIETF,B,119.31,120.35,118.10,120.35,99768,118.69,167
530977,SKCIL,X,214.00,218.00,213.95,216.45,13534,29.25,167
517514,DHINDIA,X,140.20,140.80,135.10,137.10,15674,21.66,167
517236,CALCOM,X,132.05,132.95,127.00,129.40,12754,16.55,167
530589,PRIMAPLA,X,178.60,181.80,172.00,179.10,25855,46.12,166
526851,AREXMIS,X,184.95,184.95,177.85,180.20,7827,14.12,166
542459,KRANTI,B,69.20,70.69,67.00,67.34,13304,9.09,165
544060,RBZJEWEL,T,131.05,135.00,131.00,132.10,6043,8.03,165
531556,CORALFINAC,B,50.00,53.80,50.00,52.02,6240,3.28,165
532640,CYBERMEDIA,B,28.45,29.53,27.60,27.85,6681,1.87,165
503816,SWADPOL,XT,123.95,124.80,123.00,124.80,9143,11.38,164
524752,DECIPHER,X,17.71,17.97,16.49,17.07,45697,7.80,164
503657,VEERENRGY,X,20.70,20.70,19.83,20.20,20612,4.15,164
500464,UCAL,B,166.15,168.25,164.05,167.60,1378,2.29,164
532410,TRANSCOR,X,37.60,39.50,37.60,38.53,25971,10.01,163
543915,PAVNAIND,B,430.05,452.30,430.05,444.35,1562,7.00,163
500366,ROLTA,Z,3.99,4.03,3.86,3.91,117656,4.64,163
514010,RUDRAECO,XT,66.50,66.50,64.16,64.16,203826,132.34,162
542231,NILASPACES,T,8.39,8.62,7.87,8.62,335142,28.58,162
532841,SAHYADRI,B,372.00,376.45,366.30,374.05,2473,9.23,162
505590,SVPGLOB,B,7.13,7.48,6.99,7.38,21012,1.54,162
526723,NTCIND,XT,254.50,254.50,254.50,254.50,45263,115.19,161
531215,RTSPOWR,XT,200.05,210.05,200.05,210.00,13043,27.07,161
530621,AAIL,X,103.00,107.00,101.80,102.65,19823,20.56,161
532354,VIRGOGLOB,XT,10.40,10.42,10.15,10.42,41055,4.24,161
517174,HONAUT,A,51534.35,52065.80,50799.25,51934.85,201,103.23,160
532624,JINDALPHOT,B,837.60,861.25,837.60,846.20,1559,13.18,160
511493,SHRYDUS,X,17.98,18.01,17.67,17.99,337951,60.75,159
539730,FREDUN,X,815.00,827.90,811.00,820.40,4247,34.87,159
543962,DPWIRES,B,425.75,430.25,420.40,422.65,1689,7.19,159
526345,PANJON,XT,21.73,21.99,21.01,21.83,30000,6.47,159
543440,NIFTY50ADD,B,250.70,251.97,249.10,251.23,2337,5.85,159
539528,AAYUSH,XT,34.40,35.00,33.85,35.00,139984,47.84,158
535276,SBISENSEX,A,866.59,877.30,864.50,868.42,5327,46.35,158
530315,HINDTIN,X,205.05,210.00,200.30,201.15,13779,28.36,158
519299,PRIMIND,Z,180.90,180.90,175.70,177.00,14603,26.07,157
540212,TCIEXP,A,1165.30,1172.35,1135.25,1166.75,2022,23.57,157
500270,BARODARY,X,187.25,192.50,180.00,183.95,3353,6.15,157
543264,NURECA,B,263.20,272.20,263.20,268.10,2164,5.81,157
506528,KELENRG,XT,3981.00,4025.00,3770.00,3866.90,1335,52.41,156
514238,MKVENTURES,X,2148.95,2164.80,2026.00,2073.70,1105,23.37,156
504093,PANAENERG,X,509.80,519.80,503.10,512.80,3632,18.61,156
539011,CHENFERRO,X,124.05,129.75,123.00,124.90,7660,9.59,156
517544,CENTUM,B,1596.00,1609.10,1587.55,1597.35,482,7.69,156
523842,SUPTANERY,X,9.74,9.98,9.71,9.83,72806,7.18,156
503675,WAGEND,XT,1.37,1.37,1.37,1.37,85162,1.17,156
531035,ERAAYA,XT,800.00,809.90,782.90,799.95,59354,474.85,155
540519,MEERA,B,47.67,48.96,46.50,47.01,14570,6.91,155
531502,ESARIND,X,6.30,6.40,6.18,6.38,64411,4.08,155
511447,SYLPH,XT,1.74,1.74,1.71,1.72,151298,2.59,155
506414,FERMENTA,X,254.00,259.70,250.00,253.90,37345,95.00,154
522004,BATLIBOI,X,122.05,128.75,122.05,128.10,29383,36.82,154
532326,INTENTECH,T,161.75,161.75,155.00,158.85,16021,25.71,154
531814,TIRSARJ,X,14.92,16.00,14.70,15.77,74470,11.45,154
532011,POOJAENT,XT,230.10,239.90,223.05,229.05,4317,9.91,154
543776,HDFCMID150,B,21.55,21.55,21.18,21.26,21614,4.61,154
544117,SIGNPOST,B,235.05,246.60,235.00,243.80,1111,2.68,154
890168,AURUMPP,B,169.70,173.00,162.60,164.25,1482,2.45,154
517415,LEENEE,X,11.45,11.68,10.75,11.11,13801,1.55,154
504369,GRANDMA,X,1.88,1.88,1.88,1.88,3038180,57.12,153
526821,DAICHI,X,715.00,724.00,675.00,695.15,5202,37.05,153
503804,SHRIDINE,X,504.00,511.50,501.25,505.50,6003,30.30,153
542865,ANUROOP,T,38.50,38.59,35.89,37.15,34996,12.99,153
524314,GUJTERC,X,57.45,57.76,53.76,57.53,18308,10.39,153
511549,MORARKFI,X,168.05,175.00,168.05,173.10,5113,8.83,153
517214,DIGISPICE,T,40.11,40.80,38.50,39.66,34218,13.57,152
522073,HITECHGEAR,B,943.00,948.50,919.25,925.20,808,7.52,152
541005,KANCOTEA,X,75.00,83.90,74.10,80.39,8508,6.76,152
533239,PRAKASHSTL,T,9.64,9.64,9.64,9.64,65809,6.34,152
523222,SRMENERGY,XT,17.67,18.35,17.30,18.14,24612,4.37,152
514354,PREMIERPOL,B,207.65,217.90,207.65,211.90,1369,2.93,152
542730,BANKIETF,B,51.43,51.63,51.16,51.29,46450,23.94,151
526073,GALXBRG,X,1451.00,1494.00,1422.50,1480.75,1067,15.75,151
541347,PARVATI,XT,11.10,11.10,10.61,10.71,16974,1.84,151
531861,JOINDRE,XT,58.00,59.87,54.75,55.96,34128,20.12,150
544167,JNKINDIA,T,729.80,735.00,720.00,724.45,2250,16.29,150
532732,KKCL,B,656.00,668.40,654.00,659.05,1617,10.69,150
540006,EASTWEST,XT,6.25,6.37,6.25,6.25,125397,7.85,150
590072,SUNDRMBRAK,B,829.00,831.20,792.00,809.40,694,5.68,150
530363,UGARSUGAR,B,76.42,77.48,76.42,76.68,5862,4.51,150
539113,PML,X,790.00,795.00,780.00,784.55,3121,24.66,149
531225,XTGLOBAL,X,39.50,39.88,38.90,39.02,37619,14.76,149
540168,SUPRAPFSL,X,30.99,30.99,29.00,29.43,32830,9.75,149
526473,ELEFLOR,X,6.35,6.80,6.35,6.53,66267,4.30,149
530689,LYKISLTD,X,46.48,47.49,45.21,45.67,9117,4.23,149
543473,HEALTHY,B,14.65,14.67,14.16,14.29,11529,1.65,149
541771,AMINTAN,X,2.40,2.40,2.31,2.33,41692,0.97,149
507747,TTKHLTCARE,B,1594.65,1605.20,1570.10,1583.05,687,10.92,148
539527,CREATIVE,X,951.00,956.40,875.20,888.20,777,6.99,148
532645,BEEYU,XT,4.71,4.95,4.71,4.94,19437,0.94,147
542580,AARTECH,T,70.80,74.25,70.80,74.25,20575,15.25,146
531223,ANJANI,X,41.75,42.50,39.65,39.91,28817,11.56,146
530461,SABOOSOD,X,20.56,21.20,20.56,20.80,39638,8.28,146
504961,TATAYODOGA,XT,90.40,94.50,90.00,91.97,4983,4.54,146
514326,PATSPINLTD,X,14.30,15.54,14.01,14.73,18850,2.85,146
514428,HINDADH,X,422.30,434.40,420.00,428.50,2272,9.67,145
540795,DYCL,B,580.50,580.50,550.35,553.90,1680,9.37,145
541403,DOLLAR,B,516.00,521.05,512.90,515.40,1547,8.00,145
539151,ARFIN,X,40.06,40.99,38.52,40.16,19606,7.88,145
506074,ARSHIYA,T,4.55,4.74,4.41,4.46,154701,7.05,145
530365,ORIENTBELL,B,390.90,390.90,381.15,382.30,1229,4.73,145
531349,PANACEABIO,B,135.00,136.30,133.75,134.55,2977,4.01,145
543971,BONDADA,MT,2935.00,2940.00,2866.50,2910.40,36000,1048.58,144
504786,INVPRECQ,X,702.00,715.00,679.95,714.15,7290,50.61,144
540757,SCPL,B,412.85,415.10,407.10,408.05,1429,5.87,144
532457,GULPOLY,B,189.20,190.00,185.05,187.15,2013,3.78,144
516022,STARPAPER,B,234.95,236.60,233.10,234.25,1221,2.86,144
526859,ISFL,X,1.90,1.93,1.88,1.90,66707,1.27,144
524400,ISHITADR,X,84.60,84.60,80.16,81.81,14302,11.76,143
511501,BHARAT,X,48.70,48.70,46.11,46.95,23307,10.92,143
514113,ADINATH,X,32.00,33.89,32.00,33.54,25900,8.56,143
544124,VSTL,T,244.50,244.50,244.50,244.50,1300,3.18,143
541096,BPLPHARMA,XT,1806.00,1830.00,1739.35,1750.00,8966,156.95,142
526739,SHAWGELTIN,X,393.65,401.75,385.00,387.95,9161,35.59,142
532503,RAJPALAYAM,X,1016.80,1016.80,965.00,993.85,3501,34.77,142
506605,POLYCHEM,X,2983.45,3133.30,2750.00,2769.20,851,24.16,142
542852,VISHWARAJ,B,16.70,16.70,16.04,16.10,25333,4.10,142
523160,MORGANITE,X,1465.00,1486.95,1448.00,1451.95,2776,40.53,141
539115,ALAN SCOTT,X,72.90,80.19,72.90,79.92,23982,18.68,141
524394,VIMTALABS,B,502.10,511.35,496.25,502.50,1201,6.03,141
536672,VCU,X,6.87,6.87,6.30,6.54,32627,2.14,141
506532,NITTAGELA,X,825.00,825.00,811.30,817.35,3335,27.23,140
536493,JK AGRI,XT,627.00,640.00,602.00,622.50,3391,20.91,140
531163,KEMISTAR,XT,80.00,80.00,77.42,77.42,21020,16.34,140
523019,BNRSEC,XT,164.00,168.75,161.05,167.10,9580,15.92,140
531952,RIBATEX,X,85.99,87.50,82.11,82.78,13721,11.47,140
533108,BTTL,X,47.77,48.00,45.52,46.72,15499,7.27,140
542921,MIDCAPIETF,B,21.57,21.99,21.56,21.74,32883,7.18,140
533303,BFINVEST,B,605.00,620.30,605.00,615.10,1013,6.21,140
532935,ARIES,B,276.40,279.80,273.50,276.30,1648,4.56,140
532890,TAKE,B,20.10,20.15,19.48,19.56,14792,2.92,140
506405,DMCC,B,294.00,295.90,290.45,291.45,913,2.69,140
540726,TTFL,B,46.30,46.30,44.00,44.39,6916,3.09,139
522122,VOITHPAPR,X,2419.00,2419.00,2252.00,2314.95,2011,46.82,138
539042,AGIIL,B,850.00,850.00,723.80,809.55,2232,18.20,138
532256,NSIL,B,4297.75,4339.10,4260.00,4284.60,382,16.39,138
511413,CREST,B,418.30,426.65,418.30,421.95,1286,5.43,138
513422,BLOIN,X,26.97,26.97,24.79,25.48,10793,2.77,138
538952,ALFL,XT,2.07,2.08,2.02,2.04,34161,0.70,138
